speaker,utterance,emotion
patient,"As soon as you get close for deep cleaning around the sore tooth, I start thinking about the worst part first, because the pain has already felt too strong after a sleepless night. It is hard for me to stop thinking about pain.",fear
dentist,"The tooth is very sensitive, so I will keep the pressure controlled during this part.",neutral
patient,"I keep worrying that opening the gum for the surgery will reach the part that hurts the most, because this whole area has been sore after a sleepless night.",fear
dentist,"The infection and swelling can make this feel more intense, so I will proceed carefully.",neutral
patient,"I should have come in earlier, and now sitting here for tooth extraction makes me feel sad about letting it get this far.",sad
dentist,I hear you. Let me recheck the area before I continue with the next step.,neutral
patient,"I do not like how my mouth feels during cleaning the infected area; the taste is strange, metallic, and unpleasant all at once. That part is really bothering me.",disgust
dentist,"I will pause briefly, then continue once you feel ready for the next step.",neutral
patient,What is grossing me out during pressing on the painful side is how everything tastes bitter and dirty at the same time.,disgust
dentist,I am going to continue carefully and make sure each step stays manageable for you.,neutral
patient,"Compared with how I felt before working near the nerve, I am much more comfortable now and that helps me relax. That makes me feel more at ease.",happy
dentist,"The infection and swelling can make this feel more intense, so I will proceed carefully.",neutral
patient,"What scares me is that cleaning the infected area sounds manageable, but this pain has been unpredictable before you start again, so I do not know how I will react. It is hard for me to stop thinking about pain.",fear
dentist,"If the sensation changes suddenly, let me know right away and I will pause to reassess.",neutral
patient,"I am afraid of pressing on the painful side, especially because the tooth feels unstable and painful after the pain spread to my jaw, and that makes me expect the worst. I keep bracing myself for the painful part.",fear
dentist,"We will go step by step from here, and I want you to tell me if the sensation changes.",neutral
