utterance,emotion,clean_text,tokens
That is a relief,neutral,that is a relief,"['that', 'is', 'a', 'relief']"
I can do that,neutral,i can do that,"['i', 'can', 'do', 'that']"
No I have been careful,neutral,no i have been careful,"['no', 'i', 'have', 'been', 'careful']"
I got teary one night because I was so tired of hurting that I cried from relief and from exhaustion,sad,i got teary one night because i was so tired of hurting that i cried from relief and from exhaustion,"['i', 'got', 'teary', 'one', 'night', 'because', 'i', 'was', 'so', 'tired', 'of', 'hurting', 'that', 'i', 'cried', 'from', 'relief', 'and', 'from', 'exhaustion']"
Exactly,neutral,exactly,['exactly']
Will the soreness last much longer,neutral,will the soreness last much longer,"['will', 'the', 'soreness', 'last', 'much', 'longer']"
When can I go back to normal food,neutral,when can i go back to normal food,"['when', 'can', 'i', 'go', 'back', 'to', 'normal', 'food']"
Can I brush there a little more firmly now,neutral,can i brush there a little more firmly now,"['can', 'i', 'brush', 'there', 'a', 'little', 'more', 'firmly', 'now']"
Do I still need the rinse,neutral,do i still need the rinse,"['do', 'i', 'still', 'need', 'the', 'rinse']"
Is light exercise okay now,neutral,is light exercise okay now,"['is', 'light', 'exercise', 'okay', 'now']"
I have been scared to look at the area in the mirror,neutral,i have been scared to look at the area in the mirror,"['i', 'have', 'been', 'scared', 'to', 'look', 'at', 'the', 'area', 'in', 'the', 'mirror']"
Do you see any sign that I will need more treatment,neutral,do you see any sign that i will need more treatment,"['do', 'you', 'see', 'any', 'sign', 'that', 'i', 'will', 'need', 'more', 'treatment']"
I am glad to hear that because I have felt pretty down this week,sad,i am glad to hear that because i have felt pretty down this week,"['i', 'am', 'glad', 'to', 'hear', 'that', 'because', 'i', 'have', 'felt', 'pretty', 'down', 'this', 'week']"
Should I keep my next appointment or only come back if it gets worse,neutral,should i keep my next appointment or only come back if it gets worse,"['should', 'i', 'keep', 'my', 'next', 'appointment', 'or', 'only', 'come', 'back', 'if', 'it', 'gets', 'worse']"
Alright. I still feel sad about how slow this feels but I can manage,sad,alright i still feel sad about how slow this feels but i can manage,"['alright', 'i', 'still', 'feel', 'sad', 'about', 'how', 'slow', 'this', 'feels', 'but', 'i', 'can', 'manage']"
Hi doctor I am back for my follow up after my extraction on the upper right,neutral,hi doctor i am back for my follow up after my extraction on the upper right,"['hi', 'doctor', 'i', 'am', 'back', 'for', 'my', 'follow', 'up', 'after', 'my', 'extraction', 'on', 'the', 'upper', 'right']"
The first day was okay but then the socket started aching more,neutral,the first day was okay but then the socket started aching more,"['the', 'first', 'day', 'was', 'okay', 'but', 'then', 'the', 'socket', 'started', 'aching', 'more']"
It is worse late in the afternoon and at night and I feel sad because I hoped I would be back to normal by now,sad,it is worse late in the afternoon and at night and i feel sad because i hoped i would be back to normal by now,"['it', 'is', 'worse', 'late', 'in', 'the', 'afternoon', 'and', 'at', 'night', 'and', 'i', 'feel', 'sad', 'because', 'i', 'hoped', 'i', 'would', 'be', 'back', 'to', 'normal', 'by', 'now']"
No fever but I do get a bad taste sometimes,neutral,no fever but i do get a bad taste sometimes,"['no', 'fever', 'but', 'i', 'do', 'get', 'a', 'bad', 'taste', 'sometimes']"
I took the pain medicine exactly as written,neutral,i took the pain medicine exactly as written,"['i', 'took', 'the', 'pain', 'medicine', 'exactly', 'as', 'written']"
Mostly soup yogurt and mashed potatoes,neutral,mostly soup yogurt and mashed potatoes,"['mostly', 'soup', 'yogurt', 'and', 'mashed', 'potatoes']"
Sleeping has been rough and I have been scared to brush near it,neutral,sleeping has been rough and i have been scared to brush near it,"['sleeping', 'has', 'been', 'rough', 'and', 'i', 'have', 'been', 'scared', 'to', 'brush', 'near', 'it']"
Okay. I keep worrying that I did something wrong,neutral,okay i keep worrying that i did something wrong,"['okay', 'i', 'keep', 'worrying', 'that', 'i', 'did', 'something', 'wrong']"
Thanks. Recovery has been harder on me emotionally than I expected,neutral,thanks recovery has been harder on me emotionally than i expected,"['thanks', 'recovery', 'has', 'been', 'harder', 'on', 'me', 'emotionally', 'than', 'i', 'expected']"
So does that mean it is healing,neutral,so does that mean it is healing,"['so', 'does', 'that', 'mean', 'it', 'is', 'healing']"
That is a relief,neutral,that is a relief,"['that', 'is', 'a', 'relief']"
I can do that,neutral,i can do that,"['i', 'can', 'do', 'that']"
I did use a straw once because I forgot,neutral,i did use a straw once because i forgot,"['i', 'did', 'use', 'a', 'straw', 'once', 'because', 'i', 'forgot']"
I got teary one night because I felt teary because eating has become such a chore when I already live alone,sad,i got teary one night because i felt teary because eating has become such a chore when i already live alone,"['i', 'got', 'teary', 'one', 'night', 'because', 'i', 'felt', 'teary', 'because', 'eating', 'has', 'become', 'such', 'a', 'chore', 'when', 'i', 'already', 'live', 'alone']"
Exactly,neutral,exactly,['exactly']
Will the soreness last much longer,neutral,will the soreness last much longer,"['will', 'the', 'soreness', 'last', 'much', 'longer']"
When can I go back to normal food,neutral,when can i go back to normal food,"['when', 'can', 'i', 'go', 'back', 'to', 'normal', 'food']"
Can I brush there a little more firmly now,neutral,can i brush there a little more firmly now,"['can', 'i', 'brush', 'there', 'a', 'little', 'more', 'firmly', 'now']"
Do I still need the rinse,neutral,do i still need the rinse,"['do', 'i', 'still', 'need', 'the', 'rinse']"
Is light exercise okay now,neutral,is light exercise okay now,"['is', 'light', 'exercise', 'okay', 'now']"
I have been scared to look at the area in the mirror,neutral,i have been scared to look at the area in the mirror,"['i', 'have', 'been', 'scared', 'to', 'look', 'at', 'the', 'area', 'in', 'the', 'mirror']"
Do you see any sign that I will need more treatment,neutral,do you see any sign that i will need more treatment,"['do', 'you', 'see', 'any', 'sign', 'that', 'i', 'will', 'need', 'more', 'treatment']"
I am glad to hear that because I have felt pretty down this week,sad,i am glad to hear that because i have felt pretty down this week,"['i', 'am', 'glad', 'to', 'hear', 'that', 'because', 'i', 'have', 'felt', 'pretty', 'down', 'this', 'week']"
Should I keep my next appointment or only come back if it gets worse,neutral,should i keep my next appointment or only come back if it gets worse,"['should', 'i', 'keep', 'my', 'next', 'appointment', 'or', 'only', 'come', 'back', 'if', 'it', 'gets', 'worse']"
Alright. I still feel sad about how slow this feels but I can manage,sad,alright i still feel sad about how slow this feels but i can manage,"['alright', 'i', 'still', 'feel', 'sad', 'about', 'how', 'slow', 'this', 'feels', 'but', 'i', 'can', 'manage']"
Hi doctor I am back for my follow up after my filling replacement on the upper back tooth,neutral,hi doctor i am back for my follow up after my filling replacement on the upper back tooth,"['hi', 'doctor', 'i', 'am', 'back', 'for', 'my', 'follow', 'up', 'after', 'my', 'filling', 'replacement', 'on', 'the', 'upper', 'back', 'tooth']"
The tooth feels sensitive to cold and my bite seems a little off,neutral,the tooth feels sensitive to cold and my bite seems a little off,"['the', 'tooth', 'feels', 'sensitive', 'to', 'cold', 'and', 'my', 'bite', 'seems', 'a', 'little', 'off']"
It is worse when I sip water or close my teeth together and I feel sad because I hoped I would be back to normal by now,sad,it is worse when i sip water or close my teeth together and i feel sad because i hoped i would be back to normal by now,"['it', 'is', 'worse', 'when', 'i', 'sip', 'water', 'or', 'close', 'my', 'teeth', 'together', 'and', 'i', 'feel', 'sad', 'because', 'i', 'hoped', 'i', 'would', 'be', 'back', 'to', 'normal', 'by', 'now']"
No swelling and no bad taste,neutral,no swelling and no bad taste,"['no', 'swelling', 'and', 'no', 'bad', 'taste']"
I have not needed much medicine,neutral,i have not needed much medicine,"['i', 'have', 'not', 'needed', 'much', 'medicine']"
I am eating normally but I avoid crunchy food on that side,neutral,i am eating normally but i avoid crunchy food on that side,"['i', 'am', 'eating', 'normally', 'but', 'i', 'avoid', 'crunchy', 'food', 'on', 'that', 'side']"
Sleep is okay and I brush normally,neutral,sleep is okay and i brush normally,"['sleep', 'is', 'okay', 'and', 'i', 'brush', 'normally']"
Okay. I keep worrying that I did something wrong,neutral,okay i keep worrying that i did something wrong,"['okay', 'i', 'keep', 'worrying', 'that', 'i', 'did', 'something', 'wrong']"
Thanks. Recovery has been harder on me emotionally than I expected,neutral,thanks recovery has been harder on me emotionally than i expected,"['thanks', 'recovery', 'has', 'been', 'harder', 'on', 'me', 'emotionally', 'than', 'i', 'expected']"
So does that mean it is healing,neutral,so does that mean it is healing,"['so', 'does', 'that', 'mean', 'it', 'is', 'healing']"
That is a relief,neutral,that is a relief,"['that', 'is', 'a', 'relief']"
I can do that,neutral,i can do that,"['i', 'can', 'do', 'that']"
No I have just been favoring the other side,neutral,no i have just been favoring the other side,"['no', 'i', 'have', 'just', 'been', 'favoring', 'the', 'other', 'side']"
I got teary one night because I felt sad that even a simple filling seemed to turn into another problem,sad,i got teary one night because i felt sad that even a simple filling seemed to turn into another problem,"['i', 'got', 'teary', 'one', 'night', 'because', 'i', 'felt', 'sad', 'that', 'even', 'a', 'simple', 'filling', 'seemed', 'to', 'turn', 'into', 'another', 'problem']"
Exactly,neutral,exactly,['exactly']
Will the soreness last much longer,neutral,will the soreness last much longer,"['will', 'the', 'soreness', 'last', 'much', 'longer']"
When can I go back to normal food,neutral,when can i go back to normal food,"['when', 'can', 'i', 'go', 'back', 'to', 'normal', 'food']"
Can I brush there a little more firmly now,neutral,can i brush there a little more firmly now,"['can', 'i', 'brush', 'there', 'a', 'little', 'more', 'firmly', 'now']"
Do I still need the rinse,neutral,do i still need the rinse,"['do', 'i', 'still', 'need', 'the', 'rinse']"
Is light exercise okay now,neutral,is light exercise okay now,"['is', 'light', 'exercise', 'okay', 'now']"
I have been scared to look at the area in the mirror,neutral,i have been scared to look at the area in the mirror,"['i', 'have', 'been', 'scared', 'to', 'look', 'at', 'the', 'area', 'in', 'the', 'mirror']"
Do you see any sign that I will need more treatment,neutral,do you see any sign that i will need more treatment,"['do', 'you', 'see', 'any', 'sign', 'that', 'i', 'will', 'need', 'more', 'treatment']"
I am glad to hear that because I have felt pretty down this week,sad,i am glad to hear that because i have felt pretty down this week,"['i', 'am', 'glad', 'to', 'hear', 'that', 'because', 'i', 'have', 'felt', 'pretty', 'down', 'this', 'week']"
Should I keep my next appointment or only come back if it gets worse,neutral,should i keep my next appointment or only come back if it gets worse,"['should', 'i', 'keep', 'my', 'next', 'appointment', 'or', 'only', 'come', 'back', 'if', 'it', 'gets', 'worse']"
Alright. I still feel sad about how slow this feels but I can manage,sad,alright i still feel sad about how slow this feels but i can manage,"['alright', 'i', 'still', 'feel', 'sad', 'about', 'how', 'slow', 'this', 'feels', 'but', 'i', 'can', 'manage']"
Hi doctor I came in because my the tooth that chipped at my cousins funeral has been hurting badly,sad,hi doctor i came in because my the tooth that chipped at my cousins funeral has been hurting badly,"['hi', 'doctor', 'i', 'came', 'in', 'because', 'my', 'the', 'tooth', 'that', 'chipped', 'at', 'my', 'cousins', 'funeral', 'has', 'been', 'hurting', 'badly']"
